Feature,Gain,Cover,Frequency,run
AMT_ANNUITY_MEAN,36.54833817482,18389,9,35
NAME_GOODS_CATEGORY_5,36.4691336154938,349085,8,35
AMT_CREDIT_SUM_LIMIT_MAX,36.3738534450531,196163,7,35
Add_RATIO_PAYMENT_BUREAU_MEAN,36.1657354831696,14440,8,35
CODE_REJECT_REASON_HC,35.7889029979706,82001,7,35
Nr_INSTALLMENTS_PREV,35.4028322696686,2642,8,35
HOUR_APPR_PROCESS_START_9,35.2811315059662,461766,10,35
OWN_CAR_AGE,35.2052659541369,32069,10,35
NAME_YIELD_GROUP_miss,34.9536437988281,5379,6,35
NAME_CONTRACT_TYPE_Revolving_loans,34.7171936035156,76790,7,35
NAME_PAYMENT_TYPE_Cash_through_the_bank,34.1128915548325,9511,7,35
WEEKDAY_APPR_PROCESS_START_SUNDAY,33.8856498003006,293235,10,35
NAME_HOUSING_TYPE.Municipal.apartment,33.7313282489777,16816,7,35
LIVINGAPARTMENTS_MEDI,33.4926671981812,14459,9,35
NAME_TYPE_SUITE_Unaccompanied,33.3840118646622,44823,7,35
NA_BASEMENTAREA,33.2263278961182,407,6,35
ORGANIZATION_TYPE.Security,33.2123482227325,29692,10,35
AMT_REQ_CREDIT_BUREAU_YEAR,32.91961145401,3979,5,35
Mortgage_Nr,32.7213151454926,22754,7,35
NONLIVINGAPARTMENTS_AVG,31.9864845275879,22660,7,35
Nr_PREV_APPL_CNT,31.6895461082459,6074,6,35
AMT_DRAWINGS_CURRENT_MEAN,31.5556579828262,36288,7,35
NUM_INSTALMENT_VERSION_11,31.5384032726288,684381,9,35
Add_DIFF_MEAN_BALANCE_LIMIT_CARD,30.9920628070831,289680,8,35
SK_DPD_DEF_MAX_CC,30.97867166996,237178,10,35
AMT_PAYMENT_CURRENT_MEAN,30.9546370506287,5997,9,35
LIVE_REGION_NOT_WORK_REGION,30.6580645442009,25575,12,35
HOUR_APPR_PROCESS_START_4,30.3734767436981,601424,7,35
AMT_RECEIVABLE_PRINCIPAL_MEAN,30.3227864205837,353248,7,35
FONDKAPREMONT_MODE.reg.oper.account,29.5219564437866,1822,6,35
NAME_CONTRACT_STATUS_Refused,29.3459234237671,12371,6,35
NAME_CASH_LOAN_PURPOSE_14,29.279130935669,388,5,35
NUM_INSTALMENT_VERSION_8,29.1594793796539,177791,8,35
HOUR_APPR_PROCESS_START_10,29.072482585907,606261,6,35
SELLERPLACE_AREA_59,28.426647901535,1804749,8,35
BASEMENTAREA_MEDI,27.4804921150208,19761,5,35
BUREAU_MONTH_BALANCE_MAX_MAX,26.9494271278382,265232,7,35
CODE_GENDER.M,26.7959430217743,187928,7,35
NA_AMT_CREDIT_MAX_OVERDUE,26.7284989356995,578,5,35
Add_DIFF_PAYMENT_RECEIVABLE_PRINCIPAL_CARD_MEAN,26.6702921390533,15365,5,35
HOUR_APPR_PROCESS_START_11,26.4588499069214,1805,9,35
AMT_PAYMENT_TOTAL_CURRENT_MEAN,26.3741898536682,2836,5,35
AMT_DOWN_PAYMENT_MIN,26.3251383304596,7372,6,35
NAME_CONTRACT_STATUS_CC_Active_SUM,26.2352519035339,2603,4,35
SELLERPLACE_AREA_57,26.1384673118591,1330434,7,35
Add_DIFF_DAYS_LAST_DUE_PREV_MIN,25.8212330341339,51213,5,35
HOUR_APPR_PROCESS_START_14,25.7982558012009,4745,8,35
NAME_PORTFOLIO_POS,25.6647534370422,81552,5,35
NAME_PRODUCT_TYPE_x.sell,25.5501098632813,9916,6,35
NAME_CASH_LOAN_PURPOSE_5,25.0470082759857,1434195,7,35
WEEKDAY_APPR_PROCESS_START_FRIDAY,24.0417721271515,42812,5,35
NAME_SELLER_INDUSTRY_Connectivity,24.0349164009094,2567,4,35
Add_CARD_DRAWINGS_POS_per_CNT_MAX,23.8166928291321,3316,5,35
PRODUCT_COMBINATION_Cash_X.Sell._low,23.4204404354096,37008,6,35
HOUR_APPR_PROCESS_START_6,22.8902499675751,248603,5,35
NAME_EDUCATION_TYPE.Secondary...secondary.special,22.7803068161011,700,6,35
PRODUCT_COMBINATION_POS_household_with_interest,22.7220234870911,14080,4,35
CODE_REJECT_REASON_SCOFR,22.6122034192085,12151,8,35
CNT_PAYMENT_MIN,22.3217930793762,4109,5,35
NAME_TYPE_SUITE.Family,22.29865193367,2466,5,35
WALLSMATERIAL_MODE.Panel,21.8265895843506,466,3,35
NAME_GOODS_CATEGORY_1,21.4669063091278,9852,6,35
HOUR_APPR_PROCESS_START_16,20.7821354866028,163943,5,35
NAME_GOODS_CATEGORY_6,20.3783103227615,150232,5,35
NFLAG_INSURED_ON_APPROVAL_0,20.3557515144348,2397,4,35
YEARS_BUILD_MEDI,20.3185937404633,247591,4,35
CNT_CHILDREN,20.3026899769902,90407,6,35
HOUR_APPR_PROCESS_START_13,20.156129360199,1224,6,35
NAME_CLIENT_TYPE_Repeater,20.0962750911713,1429,5,35
NAME_TYPE_SUITE_Other_B,20.0775356292725,17318,5,35
NAME_HOUSING_TYPE.Office.apartment,19.9301931858063,1470197,6,35
SELLERPLACE_AREA_22,19.7630100250244,31010,5,35
WEEKDAY_APPR_PROCESS_START.SATURDAY,19.5268621444702,2291,4,35
DAYS_FIRST_DRAWING_MAX,19.0525832176209,375512,5,35
FLAG_OWN_CAR,18.7952066659929,2083,16,35
NAME_CONTRACT_STATUS_POSCASH_Amortized.debt,18.7006978988647,29951,4,35
CREDIT_ACTIVE_Sold,18.6195348501205,202526,5,35
NAME_CONTRACT_STATUS_CC_Completed_SUM,18.113950252533,94167,5,35
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MAX,18.0736150741577,94671,4,35
AMT_INST_MIN_REGULARITY_MEAN,17.7916262149811,2017,4,35
NUM_INSTALMENT_VERSION_3,17.7900965213776,410618,4,35
SK_DPD_SUM_CC,17.5420823097229,305,3,35
SELLERPLACE_AREA_32,17.4602520465851,512670,6,35
WEEKDAY_APPR_PROCESS_START_WEDNESDAY,17.2556266784668,2367,4,35
NAME_SELLER_INDUSTRY_Construction,17.2418947219849,953102,5,35
SELLERPLACE_AREA_20,17.1626977920532,10610,3,35
NONLIVINGAPARTMENTS_MEDI,17.1294059753418,14361,4,35
ORGANIZATION_TYPE.Kindergarten,16.965096950531,21313,5,35
HOUR_APPR_PROCESS_START_5,16.6035213470459,442781,4,35
HOUR_APPR_PROCESS_START_12,16.2606611251831,10643,3,35
DAYS_CREDIT_ENDDATE_POSITIVE_SUM,16.124106168747,29765,3,35
CHANNEL_TYPE_Channel_of_corporate_sales,16.1199707984924,190517,4,35
SELLERPLACE_AREA_19,15.8078746795654,260883,3,35
AMT_CREDIT_LIMIT_ACTUAL_MAX,15.7792410850525,1957,3,35
NAME_PORTFOLIO_Cards,15.7614324092865,138361,3,35
CNT_INSTALMENT_MATURE_CUM_SUM,15.7108464241028,260,3,35
FLOORSMIN_MEDI,15.7088897228241,137953,4,35
NAME_INCOME_TYPE.State.servant,15.6223165988922,2778,4,35
CREDIT_DAY_OVERDUE_MAX,15.3917903900146,182181,3,35
SELLERPLACE_AREA_29,15.2947940826416,190842,3,35
NAME_TYPE_SUITE_Children,15.2876427173615,5258,3,35
DEF_30_CNT_SOCIAL_CIRCLE,14.9267654418945,64434,3,35
DEF_60_CNT_SOCIAL_CIRCLE,14.7574706077576,257650,4,35
NAME_TYPE_SUITE.Unaccompanied,14.7150545120239,411,3,35
OCCUPATION_TYPE.Drivers,14.6254351139069,3596,4,35
NAME_SELLER_INDUSTRY_miss,14.6121501922607,1795,2,35
ORGANIZATION_TYPE.Self.employed,14.3969902992249,628,3,35
INSTALMENTS_LESS_MAX,14.1278738975525,16132,4,35
NAME_CONTRACT_STATUS_Approved,14.1035811901093,193432,4,35
DAYS_FIRST_DRAWING_MIN,13.9182002544403,647,3,35
AMT_GOODS_PRICE_MEAN,13.7300491333008,2152,3,35
RATE_DOWN_PAYMENT_MIN,13.6021509170532,6641,3,35
WEEKDAY_APPR_PROCESS_START_MONDAY,13.5411472320557,3236,2,35
FLAG_PHONE,13.5131374597549,696,4,35
PRODUCT_COMBINATION_Cash_X.Sell._high,12.9407680034637,14637,5,35
NA_YEARS_BUILD,12.9192390441895,120,2,35
REGION_RATING_CLIENT_W_CITY.1,12.7941980361938,2638,2,35
NAME_CONTRACT_STATUS_Canceled,12.7088794708252,23340,2,35
FLOORSMIN_MODE,12.6368234157562,172350,3,35
FLAG_DOCUMENT_18,12.4793748855591,12452,2,35
HOUR_APPR_PROCESS_START_20,12.4753167629242,15105,3,35
SELLERPLACE_AREA_7,12.2600517272949,1777,2,35
NAME_YIELD_GROUP_middle,12.0190052986145,2464,3,35
HOUR_APPR_PROCESS_START_17,11.920517206192,985,4,35
LIVE_CITY_NOT_WORK_CITY,11.8108999729157,391,2,35
SELLERPLACE_AREA_37,11.7543940544128,286321,3,35
CNT_CREDIT_PROLONG_SUM,11.6108782291412,3247,3,35
PRODUCT_COMBINATION_Cash_Street._middle,11.5203047990799,18329,3,35
SELLERPLACE_AREA_46,11.5030992031097,521967,3,35
HOUR_APPR_PROCESS_START_2,11.4715855121613,517428,3,35
NAME_CASH_LOAN_PURPOSE_3,11.4027726650238,404791,3,35
NAME_TYPE_SUITE.Other_B,10.9344968795776,22560,3,35
SELLERPLACE_AREA_55,10.9077866077423,368821,3,35
ORGANIZATION_TYPE.University,10.6504831314087,15788,2,35
SK_DPD_DEF_SUM_CC,10.5990560054779,5107,3,35
WALLSMATERIAL_MODE.miss,10.3999030590057,230,2,35
FLAG_DOCUMENT_3,9.68900370597839,951,2,35
ORGANIZATION_TYPE.Government,9.56055045127869,2448,2,35
SELLERPLACE_AREA_35,9.4877415895462,6442,4,35
HOUSETYPE_MODE.miss,9.48616600036621,46,1,35
BUREAU_STATUS_2_MEAN,9.44869995117188,78954,2,35
NAME_SELLER_INDUSTRY_Furniture,9.39738750457764,4277,2,35
NAME_SELLER_INDUSTRY_Industry,9.35708022117615,7105,3,35
SELLERPLACE_AREA_45,9.19044184684753,8512,3,35
Add_CARD_DRAWINGS_OTHER_per_CNT_MEAN,9.06615781784058,1363,2,35
AMT_CREDIT_SUM_OVERDUE_SUM,8.88675928115845,6305,2,35
ORGANIZATION_TYPE.Services,8.8208122253418,218458,2,35
SK_DPD_DEF_MAX_POS,8.8188967704773,1862,2,35
NAME_PAYMENT_TYPE_Non.cash_from_your_account,8.78965759277344,8655,2,35
SELLERPLACE_AREA_14,8.75422406196594,3107,2,35
NAME_PRODUCT_TYPE_walk.in,8.68389225006104,26914,2,35
NA_TOTALAREA_MODE,8.39152121543884,86,2,35
AMT_CREDIT_MAX_OVERDUE_MIN,8.35488057136536,85892,2,35
NAME_FAMILY_STATUS.Married,8.35123699903488,2199,3,35
NAME_EDUCATION_TYPE.Higher.education,8.10000038146973,40,1,35
LANDAREA_MEDI,7.91481423377991,4021,2,35
SELLERPLACE_AREA_30,7.67394995689392,8284,2,35
NAME_CONTRACT_STATUS_POSCASH_Returned.to.the.store,7.63964033126831,6738,2,35
CODE_REJECT_REASON_LIMIT,7.62853848934174,1408,2,35
CHANNEL_TYPE_AP._.Cash_loan.,7.6152400970459,99992,2,35
WEEKDAY_APPR_PROCESS_START.SUNDAY,7.60855150222778,1872,2,35
PRODUCT_COMBINATION_POS_mobile_without_interest,7.55695939064026,2823,2,35
ORGANIZATION_TYPE.Business.Entity.Type.3,7.5446195602417,287,1,35
SELLERPLACE_AREA_3,7.34751868247986,260039,2,35
PRODUCT_COMBINATION_POS_industry_with_interest,7.29469537734985,2347,2,35
NA_NONLIVINGAREA,7.24285697937012,56,1,35
ENTRANCES_MODE,7.07728958129883,56,1,35
NAME_CONTRACT_TYPE_Consumer_loans,6.86711806058884,236,2,35
CODE_REJECT_REASON_SCO,6.85642647743225,29079,2,35
NAME_GOODS_CATEGORY_12,6.83317303657532,16085,2,35
SELLERPLACE_AREA_21,6.80412340164185,1979,1,35
REG_REGION_NOT_WORK_REGION,6.62813067436218,4144,2,35
ORGANIZATION_TYPE.Postal,6.58059334754944,174881,2,35
FLAG_LAST_APPL_PER_CONTRACT_1,6.56091332435608,248978,2,35
Car_loan_Nr,6.56089520454407,6501,2,35
SELLERPLACE_AREA_27,6.3891589641571,11731,2,35
NAME_GOODS_CATEGORY_8,6.37997007369995,482089,2,35
SK_DPD_MAX_CC,6.36067724227905,73425,2,35
SELLERPLACE_AREA_6,6.21933555603027,7753,1,35
ORGANIZATION_TYPE.Medicine,6.18955898284912,1554,2,35
FLAG_EMAIL,6.01496410369873,522,2,35
OCCUPATION_TYPE.Core.staff,5.95992755889893,440,1,35
PRODUCT_COMBINATION_POS_industry_without_interest,5.89997291564941,87580,2,35
CODE_REJECT_REASON_CLIENT,5.84737157821655,5823,2,35
SELLERPLACE_AREA_61,5.67495691776276,2442,2,35
Add_RATIO_CHILD,5.22833251953125,220,1,35
Add_CARD_DRAWINGS_OTHER_per_CNT_MAX,5.19394874572754,764,1,35
CNT_CREDIT_PROLONG_MAX,5.18211889266968,534,1,35
ORGANIZATION_TYPE.Agriculture,5.11589622497559,4063,1,35
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MEAN,5.0852587223053,3887,2,35
NAME_CASH_LOAN_PURPOSE_6,5.0456862449646,1415,1,35
ENTRANCES_MEDI,5.02561295032501,35082,2,35
PRODUCT_COMBINATION_POS_other_with_interest,4.98586416244507,73606,1,35
NAME_GOODS_CATEGORY_9,4.97263121604919,1239,2,35
WALLSMATERIAL_MODE.Monolithic,4.93351078033447,102087,1,35
NUM_INSTALMENT_VERSION_15,4.86749696731567,6829,1,35
SELLERPLACE_AREA_10,4.71002244949341,16186,1,35
ORGANIZATION_TYPE.Construction,4.69212484359741,1937,1,35
EMERGENCYSTATE_MODE.Yes,4.64938879013062,4290,1,35
AMT_DRAWINGS_OTHER_CURRENT_MEAN,4.488037109375,41,1,35
ORGANIZATION_TYPE.School,4.47874546051025,220184,1,35
OCCUPATION_TYPE.Laborers,4.46282052993774,104,1,35
ORGANIZATION_TYPE.Industry..type.12,4.44727420806885,28818,1,35
FLAG_EMP_PHONE,4.32214832305908,335,1,35
NUM_INSTALMENT_VERSION_0,4.31677675247192,49114,1,35
NAME_YIELD_GROUP_low_action,4.26930236816406,1074,1,35
NAME_HOUSING_TYPE.House...apartment,4.26138830184937,304,1,35
NFLAG_LAST_APPL_IN_DAY_1,4.10936069488525,604,1,35
ORGANIZATION_TYPE.Industry..type.11,4.10491752624512,7422,1,35
CREDIT_ACTIVE_Bad.debt,3.99668085575104,400,2,35
SELLERPLACE_AREA_58,3.93696010112762,1786,2,35
ORGANIZATION_TYPE.Electricity,3.89911341667175,30067,1,35
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MIN,3.89459800720216,19465,2,35
NAME_TYPE_SUITE.Spouse..partner,3.88719701766968,1017,1,35
NAME_FAMILY_STATUS.Separated,3.8744432926178,640,1,35
OCCUPATION_TYPE.Low.skill.Laborers,3.86625933647156,2929,1,35
NAME_CONTRACT_TYPE,3.85774278640747,342,2,35
SELLERPLACE_AREA_0,3.81377911567688,1718,1,35
PRODUCT_COMBINATION_POS_others_without_interest,3.80198860168457,1560,1,35
AMT_GOODS_PRICE_MAX,3.78100824356079,271345,1,35
NAME_PAYMENT_TYPE_Cashless_from_the_account_of_the_employer,3.69725728034973,11313,1,35
SELLERPLACE_AREA_12,3.69623208045959,231305,1,35
BUREAU_STATUS_5_MEAN,3.6527361869812,218502,1,35
NAME_CASH_LOAN_PURPOSE_2,3.60522127151489,12389,1,35
AMT_CREDIT_SUM_OVERDUE_MEAN,3.60320734977722,187414,1,35
SELLERPLACE_AREA_63,3.56404852867126,154,2,35
SELLERPLACE_AREA_42,3.56393170356751,9847,1,35
CREDIT_currency.1,3.56369590759277,162549,1,35
REGION_RATING_CLIENT.2,3.563636302948,110,1,35
SELLERPLACE_AREA_28,3.51372480392456,95779,1,35
SELLERPLACE_AREA_23,3.48752498626709,48345,1,35
ORGANIZATION_TYPE.Industry..type.3,3.44792628288269,7092,1,35
BUREAU_STATUS_4_MEAN,3.35979676246643,2018,1,35
REG_REGION_NOT_LIVE_REGION,3.30610108375549,744,1,35
ORGANIZATION_TYPE.Transport..type.2,3.23670983314514,15803,1,35
SELLERPLACE_AREA_54,3.19234085083008,186,1,35
HOUR_APPR_PROCESS_START_8,3.04393815994263,73946,1,35
PRODUCT_COMBINATION_Cash_X.Sell._middle,2.9834771156311,240,1,35
SELLERPLACE_AREA_39,2.86959767341614,26109,1,35
Add_DIFF_MEAN_CREDIT_RECEIVED_ASKED_PREV,2.77777767181397,45,1,35
AMT_GOODS_PRICE_MIN,2.74469065666199,3096,1,35
FLAG_LAST_APPL_PER_CONTRACT_0,2.72758960723877,1895,1,35
Add_DIFF_MEAN_PAYMENT_RECEIVABLE_CARD,2.63554215431213,1618,1,35
FLAG_DOCUMENT_8,2.60286021232605,126,1,35
OCCUPATION_TYPE.miss,2.49449682235718,554,1,35
WEEKDAY_APPR_PROCESS_START.MONDAY,2.21216940879822,483,1,35
REGION_RATING_CLIENT_W_CITY.3,2.09680151939392,2514,1,35
NA_AMT_DOWN_PAYMENT_MEAN,2.06008696556091,372,1,35
SELLERPLACE_AREA_16,2.054927110672,2738,1,35
NA_EXT_SOURCE_3,1.68438768386841,184,1,35
WEEKDAY_APPR_PROCESS_START.WEDNESDAY,0.802197813987732,182,1,35
FLAG_OWN_REALTY,0.135483875870712,122,2,35
NA_BUREAU_STATUS_MEAN,7.105427357601e-15,57,1,35
DAYS_CREDIT_ENDDATE_MEAN,697.465498566628,181966,102,36
NAME_TYPE_SUITE_Group_of_people,556.152855396271,35070276,131,36
Add_RATIO_PAYMENT,441.85099542141,5016825,97,36
AMT_ANNUITY,417.190046183765,15791946,125,36
NAME_PORTFOLIO_miss,380.520684719086,19336339,72,36
DAYS_BIRTH,380.090698681772,835602,131,36
Add_RATIO_CAR_EMPLOYED,369.177798867226,21337055,97,36
SELLERPLACE_AREA_52,343.509861469269,22848638,87,36
INSTALMENTS_LESS_MEAN,318.337130755186,6426328,76,36
Add_RATIO_INSTALMENT_LEFT_MEAN,313.155181050301,1016826,68,36
EXT_SOURCE_MEAN,299.000603735447,83579,56,36
Add_CREDIT_per_FAM,286.611904859543,2134193,64,36
DAYS_ENDDATE_FACT_MAX,279.887859344482,7042956,70,36
AMT_DOWN_PAYMENT_MEAN,273.507424414158,4550345,56,36
PRODUCT_COMBINATION_Cash,271.365031242371,15699097,58,36
Add_RATIO_PHONE_EMPLOYED,264.082637503743,880198,59,36
NAME_YIELD_GROUP_high,252.715943098068,9079029,50,36
Add_DIFF_DAYS_LAST_DUE_PREV_MAX,252.442316293716,11410769,64,36
DAYS_REGISTRATION,248.993940129876,953522,57,36
Add_RATIO_ANNUITY_INCOME,246.668338000774,587549,50,36
DAYS_CREDIT_ENDDATE_MAX,236.250884890556,145709,55,36
OBS_60_CNT_SOCIAL_CIRCLE,235.514942884445,15364371,64,36
DAYS_ID_PUBLISH,227.954552024603,563231,52,36
DAYS_LAST_PHONE_CHANGE,226.561085730791,139853,52,36
SELLERPLACE_AREA_58,225.773483991623,8286587,54,36
AMT_CREDIT_MIN,215.342072606087,6443747,50,36
DAYS_INSTALMENT_MAX,215.203713417053,154036,43,36
DAYS_CREDIT_MAX,210.765729367733,354810,44,36
DAYS_CREDIT_MEAN,209.244126856327,299838,45,36
EXT_SOURCE_2,208.047522291541,1059450,51,36
INSTALMENTS_DPD_MEAN,207.745431780815,743914,48,36
BASEMENTAREA_MODE,207.351010799408,284274,33,36
AMT_GOODS_PRICE,206.914937615395,11268538,56,36
DAYS_EMPLOYED,203.678518131375,131080,47,36
DAYS_DECISION_MAX,202.813026428223,1668529,43,36
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MAX,196.011756688356,89986,37,36
AMT_APPLICATION_MIN,195.851605653763,2539298,43,36
TOTALAREA_MODE,191.664222449064,541327,50,36
Add_RATIO_EMPLOYED_BIRTH,191.183600485325,533240,52,36
WEEKDAY_APPR_PROCESS_START_SATURDAY,189.512167453766,437451,45,36
EXT_SOURCE_MAX,188.53563284874,46500,41,36
NAME_GOODS_CATEGORY_1,184.256614923477,261970,29,36
INSTALMENTS_DPD_TREND,184.18837082386,316972,40,36
Add_RATIO_INSTALMENT_LEFT_INTERCEPT_MEAN,183.532470941544,184254,37,36
DAYS_CREDIT_UPDATE_MEAN,182.830254644156,187835,45,36
AMT_DOWN_PAYMENT_MAX,178.845012187958,2175781,40,36
EXT_SOURCE_3,177.334193438292,464535,43,36
AMT_REQ_CREDIT_BUREAU_YEAR,176.983775138855,282150,30,36
DAYS_ENDDATE_FACT_MEAN,174.162129342556,442832,35,36
DAYS_CREDIT_MIN,171.668392837048,1352991,40,36
Nr_POSCASH_MONTH_MEAN,170.638152956963,3277128,37,36
AMT_CREDIT,169.833537101746,2932495,79,36
REGION_POPULATION_RELATIVE,169.275714248419,88831,41,36
MONTHS_BALANCE_MEAN_POS,168.501827478409,5685180,39,36
INSTALMENTS_LESS_INTERCEPT,167.317666769028,465651,38,36
CNT_DRAWINGS_OTHER_CURRENT_MEAN,166.995690584183,3874401,38,36
Add_DIFF_RECEIVABLE_BALANCE_CARD_MEAN,162.810873985291,32201,19,36
AMT_CREDIT_SUM_LIMIT_SUM,162.344354987144,281639,38,36
DAYS_ENTRY_PAYMENT_MAX,161.603457331657,80252,35,36
CNT_INSTALMENT_FUTURE_MEAN,159.729564666748,784383,33,36
Add_RATIO_PHONE_BIRTH,157.590911388397,86890,37,36
DAYS_DECISION_MEAN,155.729758113623,339224,28,36
AMT_CREDIT_SUM_SUM,151.220135331154,103669,29,36
NAME_TYPE_SUITE_miss,149.383778214455,5845544,37,36
DAYS_TERMINATION_MIN,148.834840536118,2956109,32,36
INSTALMENTS_DPD_MAX,148.114645421505,309457,38,36
DAYS_TERMINATION_MAX,147.619936585426,4102589,37,36
Add_RATIO_CREDIT_GOODS,147.50362662971,105007,36,36
Add_RATIO_PAYMENT_PREV_MAX,145.44855093956,335268,30,36
DAYS_CREDIT_ENDDATE_MIN,145.228590071201,134380,31,36
CREDIT_ACTIVE_Active,144.286421775818,8247636,39,36
Add_RATIO_INSTALMENT_LEFT_TREND_MEAN,141.181120216846,213347,29,36
BUREAU_STATUS_ENTROPY_MAX,140.1194627285,1296858,32,36
Consumer_credit_Nr,139.183104038239,5997068,38,36
NUM_INSTALMENT_NUMBER_MAX,139.135457158089,108380,27,36
Add_RATIO_CREDIT_INCOME,138.56678211689,552162,32,36
Real_estate_loan_Nr,138.394006252289,10546448,39,36
AMT_ANNUITY_PREV_MEAN,137.790800154209,362098,31,36
NUM_INSTALMENT_VERSION_4,137.379953384399,1249720,31,36
CNT_PAYMENT_MEAN,136.199770927429,1990218,30,36
Add_DIFF_RECEIVED_GOODS_PRICE_PREV_MIN,136.186282396317,8457660,37,36
DAYS_ENDDATE_FACT_MIN,135.630797028542,335818,29,36
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MEAN,135.620179414749,38972,25,36
DAYS_FIRST_DUE_MAX,134.935707211494,285037,22,36
Add_RATIO_CAR_BIRTH,134.605864644051,1841517,35,36
NUM_INSTALMENT_VERSION_5,132.641299724579,688177,30,36
DAYS_DECISION_MIN,132.29155755043,364456,30,36
AMT_APPLICATION_MAX,131.398876667023,612258,26,36
FLAG_LAST_APPL_PER_CONTRACT_1,130.836089253426,9327128,39,36
DAYS_LAST_DUE_MAX,129.661014616489,631328,32,36
RATE_DOWN_PAYMENT_MAX,127.012094736099,457430,24,36
BASEMENTAREA_AVG,126.352497220039,64357,26,36
AMT_CREDIT_SUM_MEAN,125.096590995789,62310,31,36
CNT_INSTALMENT_MEAN,124.689553141594,31233,25,36
DAYS_INSTALMENT_MEAN,123.713423937559,2017703,30,36
EXT_SOURCE_MIN,123.510682702065,32102,31,36
INSTALMENTS_LESS_TREND,122.452843904495,316316,34,36
Add_DIFF_CREDIT_RECEIVED_ASKED_PREV_MIN,119.928623557091,2361858,30,36
INSTALMENTS_DPD_INTERCEPT,119.60005903244,392171,26,36
NAME_CONTRACT_STATUS_POSCASH_Active,115.786862134933,1118119,24,36
Add_RATIO_PAYMENT_PREV_MEAN,115.558246970177,22341,21,36
Add_CREDIT_per_ADULT,115.027584314346,1482987,28,36
AMT_REQ_CREDIT_BUREAU_MON,113.929773807526,174884,28,36
EXT_SOURCE_1,113.093727231026,707213,26,36
SELLERPLACE_AREA_3,112.758494377136,348964,24,36
AMT_INCOME_TOTAL,112.049083128572,222658,54,36
APARTMENTS_AVG,111.230337664485,672457,32,36
OWN_CAR_AGE,109.414749801159,1963413,27,36
Add_CARD_DRAWINGS_ATM_per_CNT_MEAN,107.950810194016,41183,16,36
Add_RATIO_MEAN_PAYMENT_PREV,106.897252559662,1164485,28,36
Add_INCOME_per_ADULT,106.784935340285,153819,23,36
AMT_CREDIT_SUM_DEBT_MEAN,106.129373788834,176537,25,36
Add_RATIO_PAYMENT_PREV_MIN,105.392578601837,408277,24,36
OBS_30_CNT_SOCIAL_CIRCLE,105.048323392868,3033674,25,36
NAME_GOODS_CATEGORY_6,104.631163358688,4024373,24,36
DAYS_LAST_DUE_MEAN,103.038852512836,222409,21,36
AMT_CREDIT_MAX_OVERDUE_MIN,101.87754034996,145141,26,36
Add_INCOME_per_FAM,99.5979175567627,686528,26,36
AMT_PAYMENT_TOTAL_CURRENT_MEAN,98.5190312862396,2257,10,36
NAME_YIELD_GROUP_low_normal,98.066276550293,296540,24,36
Add_CARD_DRAWINGS_POS_per_CNT_MEAN,96.7710435390472,484700,21,36
Add_RATIO_DEBT_CREDIT_BUREAU_MEAN,96.6344988495112,314880,26,36
AMT_CREDIT_SUM_LIMIT_MAX,96.0860327482224,277682,24,36
WEEKDAY_APPR_PROCESS_START_FRIDAY,95.0337085723877,16335,26,36
AMT_CREDIT_MEAN,94.7506802082062,295994,16,36
Add_DIFF_MEAN_INSTALMENT_FUTURE,94.5884392261505,192714,19,36
AMT_CREDIT_SUM_DEBT_MAX,93.6384861469269,177927,18,36
Add_DIFF_SUM_DEBT_CREDIT_BUREAU,91.3974256515503,32216,19,36
AMT_INSTALMENT_MEAN,90.764976143837,58973,18,36
NUM_INSTALMENT_NUMBER_MEAN,90.728168964386,99571,18,36
DAYS_LAST_DUE_1ST_VERSION_MAX,90.3437943458557,85968,19,36
RATE_DOWN_PAYMENT_MEAN,89.3510428667068,424610,21,36
CNT_CHILDREN,88.692168481648,4355125,25,36
AMT_PAYMENT_MEAN,87.4391201734543,489710,18,36
ORGANIZATION_TYPE.Mobile,87.2798933982849,2395455,21,36
AMT_DRAWINGS_CURRENT_MEAN,86.263353228569,97737,14,36
AMT_INSTALMENT_MAX,85.8530430793762,498633,18,36
DAYS_TERMINATION_MEAN,84.5423209667206,196884,18,36
Add_DIFF_DAYS_LAST_DUE_PREV_MEAN,84.4762636423111,53416,16,36
Nr_INSTALLMENTS_MEAN,84.0364316701889,36548,22,36
DAYS_ENTRY_PAYMENT_MEAN,83.715274989605,3332560,22,36
ORGANIZATION_TYPE.Cleaning,83.6186969280243,1694819,18,36
SELLERPLACE_AREA_48,83.3233830928803,3990721,24,36
BUREAU_STATUS_0_MEAN,82.2484957575798,204331,21,36
BUREAU_STATUS_ENTROPY_MIN,81.2071135044098,311906,19,36
AMT_CREDIT_LIMIT_ACTUAL_SUM,79.9482479095459,131578,18,36
DAYS_LAST_DUE_1ST_VERSION_MEAN,79.2318861484528,8858,16,36
BUREAU_MONTH_BALANCE_MIN_MIN,78.0955574512482,62730,20,36
Add_DIFF_MEAN_DAYS_LAST_DUE_PREV,77.8291788101196,210899,19,36
AMT_CREDIT_MAX,77.6544687747955,255462,15,36
